traveler_id	reservation_id	reservation_date	package_type	departure_date	departure_code	arrival_code	arrival_country	return_date	carrier_id	no_of_adults	no_of_kids
8066822	3dae89e2133e2e6734c0eca07846ff2e57079ba77800059caddeb0cb2349bcc1	2017-09-04	STP	2017-09-14	OSL	SMI	Greece	2017-09-21	246	2	0
7612471	33099e82865f00c713987276da184bee2e742757b05f80fbaced5845bdc6d9fe	2017-01-25	STP	2017-06-16	GOT	AHO	Italy	2017-06-23	246	2	2
6635207	19edda1fedb1a1e6777a055238febb7ecc64e87b60583e5bcd1c2bb57edf3df1	2018-08-16	STP	2018-09-09	ARN	HER	Greece	2018-09-16	246	2	1
8668860	27798ab2976d9db73fefb47140a441af478c1fff10d26eef1d3a203943f3bb63	2018-07-13	STP	2018-07-26	GOT	AYT	Turkey	2018-08-09	246	2	1
6921503	d217195fd6a986fd7ead59ca9081d46f3de8e9a52779b5dd3bf23e32e0e3b9e3	2017-09-29	STP	2017-10-17	ARN	CHQ	Greece	2017-10-24	246	2	1
7963701	5c3862a34cbad89643ced4fb5c304263f5c78b0aa43e239789e707847d31e082	2017-07-15	STP	2017-07-19	ARN	LCA	Cyprus	2017-07-26	246	4	0
8496377	c714ccb98beeccb267403fe85e8b748eb5eb5e8f13360b59c8b842f19e68cab7	2018-04-12	STP	2018-07-10	OSL	RHO	Greece	2018-07-17	246	2	0
8011940	09aa7a4605c30b474908c4b2d9f9c660b95a12ca5a7dd587aab6764a5ad73018	2017-08-06	STP	2017-08-24	OSL	CTA	Italy	2017-08-31	246	2	1
8644183	225504bf069be67451f6df062e99159f2289bb419480e328f4ad079ad83b5137	2018-07-02	STP	2018-07-22	CPH	PMI	Spain	2018-07-29	246	2	0
7962062	8e5d7fb5e3c37fdd696e5dcd43a4c0eb95b6a66e53a933c77c056482da641033	2018-05-18	STP	2018-08-24	ARN	LPA	Spain	2018-08-31	997	2	1
8643796	6daedc1dd949cd1b4a179f40f73bf555c8f77cc4627c02cc5a29494ac9826e0d	2017-07-09	STP	2017-10-18	HEL	LCA	Cyprus	2017-10-25	246	2	0
8768083	0b1799e9dc32018005b83534cc69ab824fc4f2f113ea79b8aa65bc0fba179a7a	2018-09-03	STP	2018-10-14	GOT	RHO	Greece	2018-10-21	997	2	2
8757381	ee42a808bd8202debab7e01f32e65870c99a79e4c8b8648cb976355d6e3d3783	2018-08-28	STP	2018-09-27	HEL	CTA	Italy	2018-10-04	246	2	1
8733283	9f13487da0173bf60b942892d2e9dec546200ff0a68b01db370f1d4c5e5c9afe	2018-08-14	STP	2018-09-03	HEL	PMI	Spain	2018-09-10	246	2	2
7805691	07ff22f7795caf49bdb509877af3b44a85b8caf101d38ec434fde4de2e3d53d2	2018-05-22	STP	2018-10-10	ARN	LCA	Cyprus	2018-10-17	997	2	0
8555750	bca47567a7c60066fdfb96d1e72ec12f20cebe71a4f3d065c773d8bd18424526	2018-05-11	STP	2018-10-09	ARN	CHQ	Greece	2018-10-16	997	2	1
8128141	3abbee3f68a168199c647a88148a9d88b9ce7f83e05e13c25468ee90b5a0eed7	2017-10-01	STP	2018-10-06	OSL	CHQ	Greece	2018-10-13	246	2	0
8503506	f3384c8f32f6890075b050ef7868a749f989bad18a68ffbcc39fade1235b4d1a	2017-03-17	STP	2017-10-14	ARN	RHO	Greece	2017-10-21	246	2	0
8074266	5168b0218608ae494d4fc97ab19f139285830ceed9c16787b4425f650e5a4796	2017-09-07	STP	2017-09-21	HEL	CTA	Italy	2017-09-28	246	3	0
4386671	62378b3b9c7611a72eea9f4876ad3e72c86a100f37800d5624ca36e5f94b48be	2017-02-19	STP	2017-06-08	ARN	CHQ	Greece	2017-06-15	246	2	0
8828154	19562313cb50e35c12a678bf2cb3e56108244eaf4468ad8c6e47335e2788328f	2018-06-03	STP	2018-06-11	GOT	PMI	Spain	2018-06-18	997	2	2
8581439	855a166ba524aee0333d0ec4a6dbd8ddf592947a86f62aa1e40ba082601fc791	2018-05-26	STP	2018-07-21	CPH	CHQ	Greece	2018-07-28	246	2	2
7885347	4682f431e9d3d02162aa2d80dc4aea77a16dee4032d0dbd8d1e1d44a37780c78	2017-06-06	STP	2017-07-17	ARN	PUY	Croatia	2017-07-24	246	2	3
6705562	bf75ec3666c98fa0e2d5c4a373cbfbab1848f561d1a4a91f03f4797904930cec	2018-08-09	STP	2018-09-01	CPH	CHQ	Greece	2018-09-08	246	2	0
8312152	ead5b81ca1437b0da567ee58963c1339685632206464b681770b37fe15f36fa0	2018-07-12	STP	2018-09-18	CPH	RHO	Greece	2018-10-02	246	2	0
8213025	35b1805afd67e9a4cf8591b6fe4bc342a2a476e67ef3805ec8baa265cd209dd3	2017-05-26	STP	2017-10-05	ARN	PMI	Spain	2017-10-12	246	2	1
7709893	03be197c4c3116612128ca53c95f08f251ab9c218e45c59e7241001d5aef9923	2017-03-05	STP	2017-07-01	OSL	CHQ	Greece	2017-07-08	246	2	3
8037896	1a14d4b8b25991e3ea24064e9378983e7da6292315166efe7fbe0ec29a936794	2017-08-21	STP	2017-08-25	ARN	LPA	Spain	2017-09-01	246	2	0
8065915	319f55959f0bd07bc2c0edbc9e54dfdacf14e6e4a3714693a8b4ddc63097c9e4	2017-09-04	STP	2017-09-15	GOT	LPA	Spain	2017-09-22	246	2	1
8671439	f58a4d5aefb8cdbb55b1625b440499fa00c653fce90ca323adaecbd298b99820	2018-07-14	STP	2018-08-26	HEL	SPU	Croatia	2018-09-02	246	2	0
8226716	272f95a66ae8b7d1a419ea3e43571adcb64b08175ffb0d34552d119590dc129a	2017-11-30	STP	2018-10-06	GOT	CHQ	Greece	2018-10-13	997	2	2
7979451	46ba799d56265c2dc33a90a3f5f62acbe2590d025b87dd8d79d80554ee729fdf	2017-07-22	STP	2017-08-26	OSL	CHQ	Greece	2017-09-02	246	2	1
7902999	855c56dc99c14d504728b31fc3b194890d50bbc95bcd48acd0d55542f49844d8	2017-06-16	STP	2017-08-01	ARN	SMI	Greece	2017-08-08	246	2	0
7786445	b905f2a12759fc046211a5632cd0c1ee4c9a7ca8e2b73c895491a13ef407d13b	2017-04-09	STP	2017-07-24	OSL	PMI	Spain	2017-07-31	246	2	2
8414089	0868d2104d7f2d226b22d5d0d2117afd25130f857b04ad523150c51565defff6	2018-03-09	STP	2018-06-18	MMX	PMI	Spain	2018-06-25	246	2	0
7609946	89969a86075981a84f98f0f89e7dc822394a8a6cc7bce9490ee06c0d12f76d63	2017-05-06	STP	2017-09-02	GOT	KGS	Greece	2017-09-09	246	2	1
7843838	e34318a7f37334a4f461e44847de21ad3f1790f09eb7c7d759a05bb60cff084b	2017-05-13	STP	2017-06-15	ARN	PMI	Spain	2017-06-22	246	2	1
8041545	df0065c73676d7001e392ae190b5909845929f864e7f6f727d456b1bf8565c3b	2017-08-23	STP	2017-10-06	GOT	ZTH	Greece	2017-10-13	246	2	0
7570492	d7b2203fefd9d83108041e55578e292497a14d397e5c14c80ef04c7de262a7f4	2016-12-20	STP	2018-06-07	CPH	PMI	Spain	2018-06-14	246	2	0
7318822	659a26470dc685fd4d5e6e9414b03aee1c173b2c5a260451648dead5afb60a84	2018-07-19	STP	2018-08-26	GOT	KGS	Greece	2018-09-02	246	2	0
8257407	9a2db05543efffdd3ed880800ee03f688649b92609d7220f3d87b6fd7d0bb544	2017-06-28	SOB	2017-07-17	GOT	RHO	Greece	2017-07-24	246	2	0
8288239	10bedab07137672576fd62fbfd16cc2c2b38c419be7ef614528a3c1d44db2505	2018-01-16	STP	2018-06-19	GOT	LCA	Cyprus	2018-06-26	997	2	2
8791513	3c10b0f5d40ad9ace2455947141ad2a4b67184bb2e791fe5b7c5a90c0fbe11ea	2018-09-14	STP	2018-10-13	CPH	CHQ	Greece	2018-10-20	246	2	0
5305952	ae8013ae7465184ebb39e0c41e12fe9ae77888799e324c03e2bc226987d1d303	2017-02-14	STP	2017-09-16	GOT	CHQ	Greece	2017-09-23	246	2	0
8179544	9f7678679670f619c66ae867d2ef3f7987149bf812175be90798f59060c08845	2017-06-29	STP	2017-08-28	MMX	PMI	Spain	2017-09-04	246	2	2
8847463	f750cd56c4778ac3dff033a84a3bb57b2b2336407167495be7071ef75941e4b6	2017-05-06	STP	2017-07-24	HEL	CHQ	Greece	2017-08-14	246	2	0
7692943	78995e99349ea9280639e60483bf3dcb38516663cb48461c765904785ddfe153	2017-02-26	STP	2017-07-30	ARN	HER	Greece	2017-08-06	246	2	2
8224698	281066609436e996fceb4166d30117a545b9b364594ed368beddcad8dcbde09f	2017-11-29	STP	2018-07-11	ARN	LPA	Spain	2018-07-18	246	1	1
8793078	52d986dd9d3896ac9293a71d55ab8a54f1d371459d8876c6206977a53415c3dd	2018-09-15	SOB	2018-09-22	OSL	AYT	Turkey	2018-09-29	246	3	0
7007324	f5b2204bd205f01df3c02d18708dc7c5d444e5bb212e1a1eba9dd17af557d896	2017-04-11	STP	2017-07-21	CPH	ZTH	Greece	2017-07-28	246	1	1
8276807	d1a5bd8e17f16710b3e86c8d0ba24257277a4379377aa5605cd26fea7e6d4483	2017-02-14	STP	2017-06-21	OSL	LPA	Spain	2017-06-28	246	2	1
8334052	fa5af3c838cfb44b9d60ddd019403f46dc67b4fd936b2f0f3ccfade297875390	2018-02-08	STP	2018-07-01	ARN	KGS	Greece	2018-07-08	997	2	2
8679023	b16fa95244cadeb69d69301ed0a96ddf038d9d8ccb77cbda9989d44bcc7016b5	2018-07-18	STP	2018-07-20	ARN	AYT	Turkey	2018-07-27	246	2	0
8722522	5a2aeb827516b3a5cc95105a8c288c50bc166e3f3b62091289d171ebb38f2496	2018-08-08	STP	2018-10-23	MMX	LCA	Cyprus	2018-10-30	246	2	0
1805827	3d268a9331f29aab8d71f47a260440224d58dbddff8303d5aaebbb1a0f3ad5d5	2018-04-16	STP	2018-08-16	GOT	SMI	Greece	2018-08-30	246	2	0
7763259	c80e2f47a03402b5e0c67fc55c3dc3402287cd522e42d28bdc3855ecc58b8ac5	2017-03-29	STP	2017-08-26	HEL	MAH	Spain	2017-09-02	246	2	2
8680091	c1de6fd3207b4c6d18198bac62f64497690e1a3b99405c6832e1156d5079782a	2018-07-18	STP	2018-09-08	HEL	CHQ	Greece	2018-09-15	246	2	2
8394374	c1c45692ffd6b6514fd2e18a05da65ec9cd485bddbbe0807cb1f50f4d1f67192	2018-03-01	STP	2018-06-17	OSL	LCA	Cyprus	2018-06-24	246	3	0
8273424	9c50a2710d2b79ef90c5c9bb87418616d08038b6e605e78c3f2b9bdde521ed1c	2018-08-17	STP	2018-08-26	CPH	PMI	Spain	2018-09-02	246	2	0
8431149	7a6878475523614ff9319574990399c20165e60545a3360de87a7b68d21b5b6e	2018-03-16	STP	2018-09-21	GOT	AHO	Italy	2018-09-28	246	2	0
8043665	f5b313fec10f1706aa03eac32e922e28e32881fddbba2adc10fce84b091c9cc4	2017-08-24	STP	2017-09-23	ARN	RHO	Greece	2017-10-07	246	2	0
7989671	6a20a690e60044ef5779d8e79b1aed21bc798d18afbb700dc6a1406b2eaad3a3	2017-07-27	STP	2017-08-02	CPH	LCA	Cyprus	2017-08-09	246	2	2
8637382	d7249961ad633a97018fc20ecdf9cc056efd81d3a33d622e0f23606026d409bd	2018-06-28	STP	2018-10-22	ARN	PMI	Spain	2018-10-29	997	2	0
8043322	9eb8eefab9c33452aedf2d47b6dfac93d10f5501e66661752782039a94a0d21d	2017-08-24	STP	2017-09-04	ARN	AYT	Turkey	2017-09-11	246	2	0
8464455	44cb8b717a480ff488158cc8436fbda983688188a1269c2db495f1070eb65a26	2018-03-30	STP	2018-06-11	OSL	PMI	Spain	2018-06-18	246	2	3
8745507	fb3a281c39b9ba73b139d05f4d033cb805028cdbca3653e507859de8d55f9ea6	2018-08-21	STP	2018-10-17	HEL	LCA	Cyprus	2018-10-24	246	2	0
7525969	e94a4c433362e0c940a4ac7e607f713d0f80ea7fdbca0f2ac198931d40922877	2016-11-19	STP	2017-09-04	OSL	RHO	Greece	2017-09-11	246	2	2
7957539	042e13f10c9d1c259575efe108796c7ae43e0b6b4894ff61aadfa8fe9889341e	2017-07-12	STP	2017-09-03	ARN	KGS	Greece	2017-09-10	246	1	1
7963763	a346c77c3f3386296c8a7c18508c79b63d2b18c66c8d38b0db827a3d0c103ad9	2017-07-15	STP	2017-08-07	GOT	RHO	Greece	2017-08-14	246	2	0
8275366	fd5c1c27e1498a105a36f8fb709953abd7a802050d4c222bf2094ad0e95ba391	2018-01-05	STP	2018-07-02	GOT	RHO	Greece	2018-07-09	997	2	2
3194054	4c72bdddfa57956f8ed5ff0c326a191588e19b4ba04c919a16bce9c2108cb651	2017-07-14	STP	2017-09-07	CPH	CTA	Italy	2017-09-21	246	2	0
7636868	fe7081f09525c15f294237fcb78111bda8a62119775292adc57b23f08d7b538e	2017-02-05	STP	2017-06-21	CPH	LCA	Cyprus	2017-06-28	246	2	0
8505284	b03038560634c3d7583858ebc57cf941e69ea3b3b1ed37f8759364ea761c3d72	2018-04-16	STP	2018-08-08	ARN	LPA	Spain	2018-08-15	246	2	0
8456676	a3eba3eac5035f08bd7ad9233649e39840a2837c6cd710e6cbb824180980da0e	2018-03-27	STP	2018-06-11	HEL	CHQ	Greece	2018-06-18	246	1	1
8141079	aff6900d7c108c48ee45df25cc381d0c5a96c6d8ee02b0b08d74e3285d154213	2017-10-07	SOB	2017-10-12	CPH	CTA	Italy	2017-10-19	246	2	0
7982335	20da065ddf278325b73509a6e239f0db9d10802f5b86437d71b2874792321fe8	2017-07-24	STP	2017-10-10	MMX	RHO	Greece	2017-10-17	246	2	2
7173666	60c61230e767dcfbbefc695afc1b5ccc6a276549be7076b0800a5b8c7de63acc	2017-03-03	STP	2017-06-09	GOT	LPA	Spain	2017-06-16	246	2	0
7893990	f475cae402866010c71e44d8a23fbf339053a47fb9da45d7c01cb1ac05d94664	2017-06-11	STP	2017-10-12	GOT	CHQ	Greece	2017-10-19	246	2	1
8624967	e9fcfb1ebb521d117d8fb9abf277f6c78a102a4c5ac17287538177bacc12441d	2018-06-21	STP	2018-10-14	ARN	LCA	Cyprus	2018-10-21	997	2	1
8142712	c44430981b9f2b13a50ff134e06b30962940aa10689357de2462bc684a4cb900	2016-10-18	STP	2017-10-17	CPH	CHQ	Greece	2017-10-24	246	2	0
7762591	e78ad37460c0fcedd2141d2c1b6be26abb9cad7be1c7cbde0661b77c4010ecf9	2018-08-18	STP	2018-09-06	OSL	SMI	Greece	2018-09-13	246	2	0
7699349	34f68af3e7f62ba94d8570274953a94a37877e2421771fac70fc7cd7991e953a	2017-03-01	STP	2017-07-29	GOT	CHQ	Greece	2017-08-05	246	1	1
7700036	7bfb7a4751c955bec527567d88260a5dde70788785220688a27a72063e94a874	2017-03-01	STP	2017-09-21	ARN	CHQ	Greece	2017-09-28	246	2	0
7999705	8a35dc11f4caddc6769ed353f6ca47940bb43c71d7df4b43f84a0053cd3d390a	2017-08-01	STP	2017-09-01	ARN	ZTH	Greece	2017-09-08	246	2	0
7373995	a4196e384590fd3c60de2241e6601a4d003ef47e10a358b5484789041ea8cda2	2016-08-29	STP	2017-09-18	MMX	PMI	Spain	2017-10-02	246	2	1
8091981	7bc0cfad6c4884236fb0cfb8e912c64ac20905779783bf4d58841849d34531b4	2017-09-15	STP	2017-10-15	GOT	SPU	Croatia	2017-10-22	246	2	0
7937097	e06e8efdaa84327d9401093558f6aaeaef5180e7820983eaac4706d48439863d	2017-07-05	STP	2017-07-18	OSL	CFU	Greece	2017-07-25	246	2	0
8305188	1d5bdd57923e24d89d0ec2b1c6e4edca8642928abc3d172badda7cf765fd644f	2018-01-28	STP	2018-07-10	ARN	PMI	Spain	2018-07-17	997	2	2
7745880	62fe66dbe04aaf5e165cb699ac8308592673cb28cbca27dfdd81108f85c3d3bd	2017-03-21	STP	2017-07-16	HEL	RHO	Greece	2017-07-23	246	2	1
7544585	cf6a8dc7ff9e413929397bfa53f5dcaf140380a5638a345cf8f2c5bd5725cc80	2016-12-02	STP	2017-08-23	OSL	BOJ	Bulgaria	2017-09-06	246	2	1
8667632	e77b8ce11e80c70b0febaa2f7ee1a4038b548d791989b81e0648141559545415	2018-07-12	STP	2018-07-24	ARN	SMI	Greece	2018-07-31	246	3	0
6892907	dc64b92fcd4413dc08a04677e31768436a96912813078039396749fbbe9db920	2017-03-19	STP	2017-08-24	ARN	PMI	Spain	2017-08-31	246	3	0
8520318	84ff06d60b93755c7f976f0a77ebed2bb8be87ff7752806c55079c758127438e	2018-08-04	STP	2018-08-13	HEL	PMI	Spain	2018-08-20	246	2	1
7872337	d4947fee001251ac9b5ed40cc5cda473c530303c02aef8bea8d7494951cc4fc3	2017-05-29	STP	2017-06-17	ARN	BOJ	Bulgaria	2017-06-24	246	2	0
8866844	e178718e7cfdb5d424517fbc0587d58dc2b2e26e17d2e4b98e684a62a9f40762	2017-04-04	STP	2017-08-07	GOT	RHO	Greece	2017-08-14	246	2	2
8012716	db1b695afeae396f3e4c9f65923d9ab0562bc7cf9f8721562c1ddb73b8436403	2018-06-10	STP	2018-06-15	GOT	LPA	Spain	2018-06-22	997	1	0
8111833	4a7d4a72f88694cf8e045d72651c9493617f69a2f0e9287faac7e0cb64d9177c	2017-09-24	STP	2017-10-28	CPH	CHQ	Greece	2017-11-04	246	1	1
7920515	4c9c51f0165772d220d0e3540160a6121259fc23f855e92e9991c819ccdbf30f	2017-06-27	STP	2017-10-01	ARN	KGS	Greece	2017-10-08	246	2	0
7680274	f2519f8c0a5d314cc15780af824c043705d48bf603036f0df399ee7bd67ffbc4	2017-02-21	STP	2017-06-24	GOT	CHQ	Greece	2017-07-01	246	2	0
7620454	d6ef711e374e7707fbc00049492a0cda34746a63e9eb8997a05551eacc3a744b	2017-01-29	STP	2017-10-18	MMX	LCA	Cyprus	2017-10-25	246	2	0
7184825	b95f854b5af19deff5ab1325e75431ac43721c9aeca1e95ef6c48cf73644ddb7	2017-03-26	STP	2017-06-22	CPH	AHO	Italy	2017-06-29	246	2	2
7574098	f6fcaa8edd5b25167cd0deda1e9517baece46c852cc993773f0c57741668b5cd	2016-12-23	STP	2017-10-15	GOT	KGS	Greece	2017-10-22	246	2	2
8097725	bda0a480e3cf974013254650bae2bc084f1f84e76514f24b4c535767789327af	2017-09-17	STP	2018-08-23	CPH	PMI	Spain	2018-08-30	246	2	0
8681701	af43e32d817c4315647c01d258b0ba665e26eee73e1a6d0cdc7c3ce980d455c5	2018-07-19	STP	2018-08-18	GOT	MAH	Spain	2018-08-25	246	2	2
8699451	3bc11fe2c4b9fb6a2df44c1c5ba7f1ff146b393bc6abd33e465995971805e2bb	2018-07-27	STP	2018-08-11	OSL	CHQ	Greece	2018-08-18	997	2	0
7967882	a069d50ee586bd86729689f5dd691d81ebca39b2672432cae9b9391444fe1fab	2017-07-17	STP	2017-08-24	ARN	CTA	Italy	2017-08-31	246	2	2
7677147	bf1fcff304f6ac9f226703c1bfb94f3e71a541c834fb819886421d8d44e119c0	2017-02-20	STP	2017-07-05	GOT	LCA	Cyprus	2017-07-12	246	2	0
3207705	0e7fe8fa0926e9f7611a950cc3b3bab0d675da002d20be670278d693983fe678	2017-02-18	STP	2017-07-20	GOT	PMI	Spain	2017-07-27	246	2	2
7685876	024efad81d11538a2b1856e218099a12fb896c465e9f4786ae65dc6e5caf97a0	2017-02-23	STP	2017-09-05	CPH	CHQ	Greece	2017-09-12	246	2	0
8698762	c876c1ba7568e31ab09ae402e19cc445ac72831e5d1c85469447ef6b9ad951d9	2018-07-27	STP	2018-09-03	CPH	PMI	Spain	2018-09-10	246	2	0
7799458	bddd40a0058dfa1ea10c747efa03f9486088b0d2af6c6628ef2ea19a1a653e25	2017-04-15	STP	2017-10-29	OSL	PMI	Spain	2017-11-05	246	2	2
3315200	4f6b67a07552ffafafa7cdc1b52945fdafb342ca5c215fbddb4d3f7013807019	2017-02-18	STP	2017-06-19	GOT	PMI	Spain	2017-06-26	246	2	0
8514962	b62e55738fc7cc428334a366c36d475a87cb9467ded92b090d2df50873be1e28	2018-04-20	STP	2018-07-10	OSL	CHQ	Greece	2018-07-17	246	3	0
8101727	dd7aff842cae044db5ef1fcdcc2c81f26f0d6302e7e712861173c7a73a7f09dc	2017-09-19	STP	2018-09-05	HEL	BOJ	Bulgaria	2018-09-19	246	1	2
8787839	bcdf0548c35b3d43b2961f0adf4faa1abeb755078dd72af01343ea2efb4f41c5	2018-09-13	STP	2018-09-28	ARN	AYT	Turkey	2018-10-05	246	3	1
7992834	b6bca874cd5dfe3084808cb9b300ee2d6c9fe5790200e892a0677efeb0886deb	2017-07-28	STP	2017-08-18	OSL	ZTH	Greece	2017-09-01	246	2	2
7906768	1504ce62ee7779bc2e6f5d0248d73a9689b287fa1736e58ef6a5b8fb2f398dcb	2017-06-18	STP	2017-07-11	CPH	CHQ	Greece	2017-07-18	246	2	2
8435511	86f6a1358e308e7f6e681a3c999143e688bd012228f94d93eae2f98d5cee8344	2018-03-18	STP	2018-09-03	CPH	PMI	Spain	2018-09-10	246	3	2
8080343	108fe633ea6e1f46f7e3f3b9713ee84c3e6ab28378eae2675676178d5491db65	2017-09-10	STP	2017-10-04	ARN	LPA	Spain	2017-10-11	246	2	0
8594608	daea6fc103709ce71289db9ff1eed6ad32ee647dd38a8f8c1244362417f9c56b	2018-06-03	STP	2018-09-04	HEL	CFU	Greece	2018-09-11	246	2	1
8723826	d7c985f32c0e8b585c35cd4068669c461c1ddda081e4f0e4710b91f651a77770	2018-02-03	STP	2018-06-20	ARN	LPA	Spain	2018-06-27	246	2	1
7788385	e556f683f03a6435f9432b9d4da958f0db35defe3e6d290bb45cddaab16f1350	2017-04-10	STP	2017-07-23	HEL	SPU	Croatia	2017-07-30	246	2	0
7722297	1cac4ffb90c82cd580d4307708870e94861341b50efd36c98131f2578cb89048	2017-03-11	STP	2017-09-30	ARN	MAH	Spain	2017-10-07	246	2	0
8381243	0c42171de1ef1733094bd7bf750720169dbf5e4978852a659d1e135f34151e18	2018-02-24	STP	2018-09-09	GOT	RHO	Greece	2018-09-16	997	1	1
7319066	a28fac6a85df2c6695a970bed896617941cb0bf2d8e2bcb9eef862a22dcf2fcb	2017-07-26	STP	2017-08-24	GOT	PMI	Spain	2017-08-31	246	2	0
7981644	04128afe7269c10879bd8ed321688266490c36f1f30ba1063587c4c1b2e733db	2017-07-23	SOB	2017-08-10	CPH	PMI	Spain	2017-08-24	246	2	2
8440750	b143f02a791d8b067f4ed91c772c0dd06744c976ad342eb4f4062657f7e547f1	2018-03-20	STP	2018-07-03	ARN	CHQ	Greece	2018-07-10	997	2	2
6947435	0846f4ab7ee1c5de4a51c24b127b826fe78dad4402f683676498b35e0947ad08	2018-07-25	STP	2018-10-08	OSL	PMI	Spain	2018-10-15	246	2	0
8678704	78cb3b79792c35791f3badf9fb8ae7d1e82531ef4ee42233ba57d8c85078e72c	2018-07-17	STP	2018-08-02	GOT	PMI	Spain	2018-08-09	997	1	1
8338023	e819c74837fbe0395e170c8fd8a5a96584ec5a4dacdbf8e5464d64edbbc17356	2017-02-13	STP	2017-06-16	GOT	LPA	Spain	2017-06-23	246	2	1
8585429	9de001f10023e873e90190b0587bb7aa3fff1f499cc646321339633a5efd2fd0	2018-05-29	STP	2018-06-24	KSD	LCA	Cyprus	2018-07-01	246	1	2
8066912	48e7d620955298a0a2ea565c65bf2f86807505bee732c6403ad5f9b7bd70af3c	2017-09-04	STP	2017-09-11	HEL	PMI	Spain	2017-09-18	246	2	0
6445607	b0f9f4a81057085cfb856c6417d49b9ca137a1e40b91d6dd90e4992b97bed7c2	2017-07-11	SOB	2017-10-16	GOT	PMI	Spain	2017-10-23	246	3	0
7959476	dd471fab989dc3d7aceb7de8e5163c806fb8db5a4688b0f2be29031035450f0e	2017-07-13	STP	2017-08-01	ARN	CHQ	Greece	2017-08-08	246	2	1
8556376	5bddbeecd7bdf7c1a9d69cc203840d202ba4129fef35868b6cc73589b2e68ce6	2018-05-12	STP	2018-06-14	OSL	PMI	Spain	2018-06-21	246	2	0
7181109	39248b611277ca48c07777f968c726f9fe0efc532e8276c3bb1ad05c4b24c91b	2018-06-19	STP	2018-07-23	GOT	PMI	Spain	2018-07-30	997	4	0
7535620	41f42665fe41bc038f4823dd55c207dccd5521406ee808bc56b172c550828c2b	2018-05-20	STP	2018-06-26	ARN	PMI	Spain	2018-07-03	997	2	0
7936449	e134a0d7aaffbead588cfcece93d13b4576204afbe17bc9abc1ce37074077ba7	2017-07-05	STP	2017-08-07	GOT	RHO	Greece	2017-08-14	246	1	0
5060729	b2a9fa278af06c087f16ac34ee7c498c88f50f9ebe39616870ae0d6d23f804bc	2018-06-04	STP	2018-08-29	GOT	LCA	Cyprus	2018-09-05	997	2	0
8671574	351d264f65b9df922b8e9b5abfadba5e5316cd0ed4fc711d9a53f34599aa260b	2018-07-14	STP	2018-08-25	GOT	CHQ	Greece	2018-09-01	997	2	0
8027204	0557cbe37b7fc86663cc90384ff67b7df718c919eb5fd71da0208a548057a726	2017-07-02	STP	2017-07-07	GOT	LPA	Spain	2017-07-14	246	1	3
7907058	5586d3a4b4638411ceadfaec511aafdb9b40a380ae2b3d30799cafd428a24c69	2017-06-19	STP	2017-09-07	GOT	CHQ	Greece	2017-09-14	246	1	1
8668035	9c9bb3e7d690333b2cc92b27ffacb1ea2b7951ab71930ee55e2f012ff4c553ac	2018-07-13	STP	2018-07-21	HEL	CHQ	Greece	2018-07-28	246	2	0
7985577	ffc75c621c913e5fd44e86ceca267b0c1baa8ae0bebd05578285fdec0ac8a548	2017-07-25	STP	2017-09-06	OSL	BOJ	Bulgaria	2017-09-13	246	2	2
4643722	c5ab46d24cce193091f6f0084914a1f92fbf0d332d2530af8a0e1d2d8a59cfff	2017-09-11	STP	2017-10-17	VXO	CHQ	Greece	2017-10-24	246	2	0
7851759	247792047d2f2bb2341f48477552347e64cabff3bc07ed1115a3af8d4d4fe0d8	2017-05-18	STP	2017-09-18	GOT	PMI	Spain	2017-09-25	246	2	0
4300000	f90f4432a84d80ebfe10213596afad02e6c7a12a89046dbc9a92549bf954abf7	2018-02-27	STP	2018-09-01	OSL	CHQ	Greece	2018-09-08	997	2	0
8695368	e27c179ef48d46d6aae1e0d59ba388884743f638c3b59a9b45bbbaaec11512a0	2018-07-25	STP	2018-07-28	GOT	CHQ	Greece	2018-08-04	997	2	0
6824880	07e3b9bc2715e247e12f1db649b462c346362f9bf8c20caed98dab7712ca3a63	2017-03-14	STP	2017-08-17	ARN	CTA	Italy	2017-08-31	246	2	0
8298479	262103a645715967ebe954a6d203ad8f55e35e4543d2581dfbf6f448fe93af84	2018-01-24	STP	2018-09-25	CPH	RHO	Greece	2018-10-02	246	2	1
7817811	7adb31e42f24685fb19356697fa177979b303c4a840135be16c772a6ba6674aa	2017-04-26	STP	2017-08-31	GOT	AHO	Italy	2017-09-07	246	2	0
4552127	1c2f9523c24ef5ec09b8c27080a9117be5cde20d6af8c9427d91db52274ea881	2018-03-26	STP	2018-09-21	GOT	ZTH	Greece	2018-09-28	246	2	0
8605827	e304904651d85d0964e4eb82f1d3d1079659f3a0417bf0a88997c97388ec331f	2018-06-09	STP	2018-07-27	ARN	LPA	Spain	2018-08-03	997	3	2
7976419	cc309c5a2dcc69fed154ec8f14e54fc73b0a45749094c37a1f36eec8d7f07024	2017-07-21	SOB	2017-07-26	MMX	LCA	Cyprus	2017-08-09	246	2	0
1363150	3301d2eef5b29f1a667070dcc1ed6f463249f3034665412c52ab57cf2cde15af	2017-04-18	STP	2017-08-21	ARN	AYT	Turkey	2017-09-04	246	2	0
7903966	859ef8530ca40069451f36f92d9a40a46b82dde65de279011e4e11864ead20a7	2017-06-17	STP	2017-07-16	GOT	RHO	Greece	2017-07-23	246	1	0
